"region","order_date","total_revenue","total_orders","avg_order_value"
"Latin America","2024-02-28","36.02","1","36.02"
"North America","2024-02-28","58.3","2","29.15"
"Southeast Asia","2024-02-28","96.39","1","96.39"
"North America","2024-02-29","710.09","1","710.09"
"Europe","2024-03-01","194.85","1","194.85"
"Latin America","2024-03-01","225.26","3","75.08666666666666"
"North America","2024-03-01","274.92","2","137.46"
"Europe","2024-03-02","1228.28","4","307.07"
"Latin America","2024-03-02","334.29","1","334.29"
"North America","2024-03-02","423","3","141"
"Southeast Asia","2024-03-02","944.8","3","314.93333333333334"
"Europe","2024-03-03","1226.03","3","408.6766666666667"
"North America","2024-03-03","2191.76","4","547.94"
"Southeast Asia","2024-03-03","496.08","1","496.08"
"Europe","2024-03-04","547.59","4","136.8975"
"Latin America","2024-03-04","486.28999999999996","3","162.09666666666666"
"Middle East","2024-03-04","263.27","3","87.75666666666666"
"North America","2024-03-04","674.8599999999999","3","224.9533333333333"
"Southeast Asia","2024-03-04","600.9399999999999","2","300.46999999999997"
"Europe","2024-03-05","188.57","3","62.85666666666666"
"Latin America","2024-03-05","87.3","1","87.3"
"Middle East","2024-03-05","117.35","1","117.35"
"North America","2024-03-05","544.48","3","181.49333333333334"
"Southeast Asia","2024-03-05","94.03","1","94.03"
"Europe","2024-03-06","1634.65","4","408.6625"
"North America","2024-03-06","1587.55","3","529.1833333333333"
"Europe","2024-03-07","2352.81","4","588.2025"
"Latin America","2024-03-07","119.31","2","59.655"
"Middle East","2024-03-07","1076.74","2","538.37"
"North America","2024-03-07","437.04","3","145.68"
"Southeast Asia","2024-03-07","136.7","2","68.35"
"Europe","2024-03-08","187.77","1","187.77"
"Latin America","2024-03-08","1646.53","2","823.265"
"North America","2024-03-08","265.25","1","265.25"
"Europe","2024-03-09","1295.71","2","647.855"
"North America","2024-03-09","355.6","3","118.53333333333335"
"Southeast Asia","2024-03-09","310.01","3","103.33666666666666"
"Europe","2024-03-10","1040.78","4","260.195"
"Middle East","2024-03-10","111.98","1","111.98"
"North America","2024-03-10","775.94","2","387.97"
"Europe","2024-03-11","693.41","2","346.705"
"Middle East","2024-03-11","1160.4","3","386.8"
"North America","2024-03-11","881.11","4","220.2775"
"Southeast Asia","2024-03-11","230.63","2","115.315"
"Europe","2024-03-12","2091.04","5","418.20799999999997"
"Latin America","2024-03-12","896.53","2","448.265"
"Middle East","2024-03-12","294.48","2","147.24"
"North America","2024-03-12","103.52","1","103.52"
"Europe","2024-03-13","73.84","1","73.84"
"Latin America","2024-03-13","336.36","1","336.36"
"North America","2024-03-13","960.1600000000001","2","480.08000000000004"
"Latin America","2024-03-14","1393.28","3","464.4266666666667"
"Southeast Asia","2024-03-14","17.26","1","17.26"
"Europe","2024-03-15","728.13","4","182.0325"
"North America","2024-03-15","869.16","4","217.29"
"Southeast Asia","2024-03-15","392.64","1","392.64"
"Europe","2024-03-16","133.01999999999998","3","44.339999999999996"
"Latin America","2024-03-16","24.64","1","24.64"
"Middle East","2024-03-16","2164.14","3","721.38"
"North America","2024-03-16","441.67","1","441.67"
"Southeast Asia","2024-03-16","1354.18","3","451.3933333333334"
"Europe","2024-03-17","140.47","2","70.235"
"Middle East","2024-03-17","210.14999999999998","2","105.07499999999999"
"North America","2024-03-17","133.97","3","44.656666666666666"
"Southeast Asia","2024-03-17","2014.71","1","2014.71"
"Europe","2024-03-18","2699.58","3","899.86"
"Latin America","2024-03-18","662.4399999999999","2","331.21999999999997"
"Middle East","2024-03-18","960.62","1","960.62"
"North America","2024-03-18","986.2","2","493.1"
"Southeast Asia","2024-03-18","558.09","1","558.09"
"Europe","2024-03-19","2261.48","3","753.8266666666667"
"North America","2024-03-19","1020.1","2","510.05"
"Southeast Asia","2024-03-19","1423.32","2","711.66"
"Europe","2024-03-20","798.06","2","399.03"
"North America","2024-03-20","695.4100000000001","4","173.85250000000002"
"Southeast Asia","2024-03-20","1003.84","3","334.61333333333334"
"Europe","2024-03-21","291.11","1","291.11"
"Latin America","2024-03-21","131.86","3","43.95333333333334"
"North America","2024-03-21","329.81","2","164.905"
"Southeast Asia","2024-03-21","559.47","4","139.8675"
"Europe","2024-03-22","414.04","1","414.04"
"North America","2024-03-22","1257.35","5","251.46999999999997"
"Southeast Asia","2024-03-22","1490.2","3","496.73333333333335"
"Europe","2024-03-23","205.76999999999998","3","68.58999999999999"
"Latin America","2024-03-23","69.66","1","69.66"
"Middle East","2024-03-23","74.93","1","74.93"
"North America","2024-03-23","958","3","319.3333333333333"
"Southeast Asia","2024-03-23","372.08000000000004","2","186.04000000000002"
"Europe","2024-03-24","762.39","4","190.5975"
"Latin America","2024-03-24","101.12","1","101.12"
"North America","2024-03-24","2282.35","3","760.7833333333333"
"Southeast Asia","2024-03-24","926.02","4","231.505"
"Europe","2024-03-25","474.97","5","94.994"
"Latin America","2024-03-25","41.31","1","41.31"
"North America","2024-03-25","215.9","2","107.95"
"Southeast Asia","2024-03-25","1992.81","3","664.27"
"Europe","2024-03-26","410.94","3","136.98"
"Latin America","2024-03-26","959.74","2","479.87"
"Middle East","2024-03-26","128.51","2","64.255"
"North America","2024-03-26","34.04","2","17.02"
"Southeast Asia","2024-03-26","1643.96","3","547.9866666666667"
"Europe","2024-03-27","698.65","3","232.88333333333333"
"Latin America","2024-03-27","1470.69","3","490.23"
"Middle East","2024-03-27","65.38","1","65.38"
"North America","2024-03-27","396.51","2","198.255"
"Southeast Asia","2024-03-27","962.86","5","192.572"
"Latin America","2024-03-28","257.11","2","128.555"
"Middle East","2024-03-28","246.6","2","123.3"
"Southeast Asia","2024-03-28","337.6","1","337.6"
"Europe","2024-03-29","473.85","2","236.925"
"Europe","2024-04-01","207.25","2","103.625"
"Latin America","2024-04-01","151.39","1","151.39"
"Middle East","2024-04-01","264.03999999999996","4","66.00999999999999"
"Southeast Asia","2024-04-01","541.17","4","135.2925"
"Europe","2024-04-02","1854.3","5","370.86"
"Latin America","2024-04-02","34.55","1","34.55"
"Middle East","2024-04-02","959.8000000000001","2","479.90000000000003"
"North America","2024-04-02","1361.05","5","272.21"
"Southeast Asia","2024-04-02","215.67000000000002","3","71.89"
"Europe","2024-04-03","238.63","3","79.54333333333334"
"Latin America","2024-04-03","28.99","1","28.99"
"North America","2024-04-03","220.60000000000002","2","110.30000000000001"
"Southeast Asia","2024-04-03","97.92","1","97.92"
"Latin America","2024-04-04","18.91","1","18.91"
"North America","2024-04-04","3745.94","8","468.2425"
"Southeast Asia","2024-04-04","980.43","1","980.43"
"Middle East","2024-04-05","159.11","2","79.555"
"North America","2024-04-05","134.76","1","134.76"
"Southeast Asia","2024-04-05","334.15999999999997","3","111.38666666666666"
"Europe","2024-04-06","503.91","2","251.955"
"Latin America","2024-04-06","1513.81","5","302.762"
"North America","2024-04-06","828.6","6","138.1"
"Southeast Asia","2024-04-06","3038.5","7","434.07142857142856"
"Europe","2024-04-07","701.4200000000001","2","350.71000000000004"
"Latin America","2024-04-07","1161.47","2","580.735"
"Middle East","2024-04-07","5","1","5"
"North America","2024-04-07","367.62","2","183.81"
"Southeast Asia","2024-04-07","343.85","3","114.61666666666667"
"Europe","2024-04-08","1943.3000000000002","3","647.7666666666668"
"Latin America","2024-04-08","2659.74","2","1329.87"
"Middle East","2024-04-08","522.28","1","522.28"
"North America","2024-04-08","2393.98","6","398.99666666666667"
"Southeast Asia","2024-04-08","486.3","1","486.3"
"Europe","2024-04-09","231.23","1","231.23"
"Middle East","2024-04-09","41.31","1","41.31"
"Europe","2024-04-10","4","1","4"
"Latin America","2024-04-10","505.98","2","252.99"
"Middle East","2024-04-10","551.43","1","551.43"
"North America","2024-04-10","952.51","2","476.255"
"Southeast Asia","2024-04-10","147.17","2","73.585"
"Europe","2024-04-11","1095.14","4","273.785"
"Latin America","2024-04-11","74.09","1","74.09"
"Middle East","2024-04-11","364.14","1","364.14"
"North America","2024-04-11","169.1","3","56.36666666666667"
"Southeast Asia","2024-04-11","164.24","1","164.24"
"Europe","2024-04-12","151.97","2","75.985"
"North America","2024-04-12","255.52","1","255.52"
"Southeast Asia","2024-04-12","977.99","4","244.4975"
"Europe","2024-04-13","422.83","2","211.415"
"Latin America","2024-04-13","328.23","2","164.115"
"Middle East","2024-04-13","222.39","1","222.39"
"North America","2024-04-13","1189.92","4","297.48"
"Europe","2024-04-14","284.38","3","94.79333333333334"
"Latin America","2024-04-14","22.71","1","22.71"
"North America","2024-04-14","798.76","2","399.38"
"Southeast Asia","2024-04-14","1181.68","4","295.42"
"Europe","2024-04-15","1816.59","3","605.53"
"Middle East","2024-04-15","127.86","1","127.86"
"North America","2024-04-15","412.58","3","137.52666666666667"
"Southeast Asia","2024-04-15","664.71","1","664.71"
"Europe","2024-04-16","512.01","2","256.005"
"Latin America","2024-04-16","2359.1800000000003","2","1179.5900000000001"
"North America","2024-04-16","1829.6","2","914.8"
"Europe","2024-04-17","309.92","4","77.48"
"Middle East","2024-04-17","2001.59","1","2001.59"
"North America","2024-04-17","147.03","2","73.515"
"Southeast Asia","2024-04-17","105.44","1","105.44"
"Europe","2024-04-18","2279.63","5","455.92600000000004"
"Middle East","2024-04-18","567.05","2","283.525"
"North America","2024-04-18","3010.74","7","430.10571428571427"
"Southeast Asia","2024-04-18","702.73","2","351.365"
"Europe","2024-04-19","1553.8899999999999","2","776.9449999999999"
"Latin America","2024-04-19","949.37","2","474.685"
"Middle East","2024-04-19","91.19","1","91.19"
"North America","2024-04-19","399.86","4","99.965"
"Southeast Asia","2024-04-19","1644.06","4","411.015"
"Europe","2024-04-20","166.19","2","83.095"
"Latin America","2024-04-20","1235.58","3","411.85999999999996"
"North America","2024-04-20","1305.76","6","217.62666666666667"
"Southeast Asia","2024-04-20","61.12","1","61.12"
"Europe","2024-04-21","876.34","3","292.11333333333334"
"Latin America","2024-04-21","1536.82","2","768.41"
"Middle East","2024-04-21","369.58","2","184.79"
"North America","2024-04-21","239.51","3","79.83666666666666"
"Southeast Asia","2024-04-21","254.10000000000002","3","84.7"
"Europe","2024-04-22","1969.6200000000001","4","492.40500000000003"
"Latin America","2024-04-22","240.01","2","120.005"
"Middle East","2024-04-22","117.42","1","117.42"
"North America","2024-04-22","1584.4","6","264.06666666666666"
"Southeast Asia","2024-04-22","1371.44","3","457.1466666666667"
"Europe","2024-04-23","130.82","2","65.41"
"Latin America","2024-04-23","202.63","1","202.63"
"Middle East","2024-04-23","977.74","3","325.91333333333336"
"North America","2024-04-23","1677.03","2","838.515"
"Europe","2024-04-24","382.04999999999995","2","191.02499999999998"
"Latin America","2024-04-24","144.08","2","72.04"
"North America","2024-04-24","488.67","2","244.335"
"Southeast Asia","2024-04-24","836.01","2","418.005"
"Europe","2024-04-25","472.39","4","118.0975"
"Middle East","2024-04-25","193.97","2","96.985"
"North America","2024-04-25","138.55","2","69.275"
"Southeast Asia","2024-04-25","908.11","3","302.7033333333333"
"Europe","2024-04-26","680.82","4","170.205"
"Latin America","2024-04-26","436.83","2","218.415"
"Middle East","2024-04-26","212.95","1","212.95"
"North America","2024-04-26","374.73","5","74.946"
"Southeast Asia","2024-04-26","70.22","1","70.22"
"Europe","2024-04-27","484.79","3","161.59666666666666"
"Latin America","2024-04-27","61.23","1","61.23"
"Middle East","2024-04-27","118.17","2","59.085"
"North America","2024-04-27","180.92","2","90.46"
"Southeast Asia","2024-04-27","897.1","1","897.1"
"Europe","2024-04-28","737.75","2","368.875"
"Latin America","2024-04-28","454.02","3","151.34"
"Middle East","2024-04-28","197.21","3","65.73666666666666"
"North America","2024-04-28","1083.93","4","270.9825"
"Southeast Asia","2024-04-28","1441.1299999999999","5","288.226"
"Middle East","2024-04-29","281.31","1","281.31"
"North America","2024-04-29","18.22","1","18.22"
"Southeast Asia","2024-04-29","34.55","1","34.55"
"Europe","2024-04-30","231.71999999999997","2","115.85999999999999"
"North America","2024-04-30","261.33","1","261.33"
"Europe","2024-05-01","243.26999999999998","3","81.08999999999999"
"Latin America","2024-05-01","249.18","2","124.59"
"Middle East","2024-05-01","561.2","1","561.2"
"North America","2024-05-01","751.04","5","150.208"
"Southeast Asia","2024-05-01","14.91","1","14.91"
"Europe","2024-05-02","2601.5","7","371.64285714285717"
"Latin America","2024-05-02","243.18","2","121.59"
"Middle East","2024-05-02","928.32","1","928.32"
"North America","2024-05-02","625.58","5","125.11600000000001"
"Southeast Asia","2024-05-02","927","4","231.75"
"Europe","2024-05-03","2111.72","3","703.9066666666666"
"Latin America","2024-05-03","215.39","2","107.695"
"Middle East","2024-05-03","750.77","2","375.385"
"North America","2024-05-03","1954.48","5","390.896"
"Southeast Asia","2024-05-03","660.41","5","132.082"
"Europe","2024-05-04","517.96","1","517.96"
"Latin America","2024-05-04","978.5699999999999","4","244.64249999999998"
"Middle East","2024-05-04","111.78","1","111.78"
"North America","2024-05-04","236.07","2","118.035"
"Southeast Asia","2024-05-04","142.15","1","142.15"
"Europe","2024-05-05","1048.2","2","524.1"
"Latin America","2024-05-05","64.97","2","32.485"
"North America","2024-05-05","1558.82","5","311.764"
"Southeast Asia","2024-05-05","805.08","4","201.27"
"Europe","2024-05-06","1182.83","4","295.7075"
"Latin America","2024-05-06","687.43","6","114.57166666666666"
"Middle East","2024-05-06","205.47","1","205.47"
"North America","2024-05-06","128.64000000000001","2","64.32000000000001"
"Southeast Asia","2024-05-06","1794.57","5","358.914"
"Europe","2024-05-07","565.86","1","565.86"
"Middle East","2024-05-07","531.56","1","531.56"
"North America","2024-05-07","1510.48","6","251.74666666666667"
"Southeast Asia","2024-05-07","944.5999999999999","3","314.8666666666666"
"Europe","2024-05-08","53.71","1","53.71"
"Latin America","2024-05-08","243.98000000000002","2","121.99000000000001"
"North America","2024-05-08","1106.6000000000001","4","276.65000000000003"
"Southeast Asia","2024-05-08","835.79","3","278.59666666666664"
"Latin America","2024-05-09","71.85","1","71.85"
"Middle East","2024-05-09","70.31","1","70.31"
"North America","2024-05-09","1553.86","4","388.465"
"Southeast Asia","2024-05-09","745.56","2","372.78"
"Europe","2024-05-10","1899.3999999999999","2","949.6999999999999"
"North America","2024-05-10","406.52","1","406.52"
"Southeast Asia","2024-05-10","323.55","1","323.55"
"Latin America","2024-05-11","1211.5","3","403.8333333333333"
"North America","2024-05-11","793.34","5","158.668"
"Southeast Asia","2024-05-11","741.23","2","370.615"
"Europe","2024-05-12","1496.74","4","374.185"
"Latin America","2024-05-12","78.88","2","39.44"
"Middle East","2024-05-12","93.8","2","46.9"
"North America","2024-05-12","128.69","2","64.345"
"Southeast Asia","2024-05-12","1410.35","6","235.0583333333333"
"Europe","2024-05-13","3384.4900000000002","7","483.49857142857144"
"Latin America","2024-05-13","976.19","4","244.0475"
"North America","2024-05-13","1976.49","6","329.415"
"Southeast Asia","2024-05-13","68.39","1","68.39"
"Europe","2024-05-14","106.07","1","106.07"
"Latin America","2024-05-14","2091.3999999999996","2","1045.6999999999998"
"Middle East","2024-05-14","214.86","2","107.43"
"North America","2024-05-14","163.65","3","54.550000000000004"
"Southeast Asia","2024-05-14","458.31","1","458.31"
"Europe","2024-05-15","516.58","4","129.145"
"Latin America","2024-05-15","405.09999999999997","4","101.27499999999999"
"Middle East","2024-05-15","10","1","10"
"North America","2024-05-15","1283.93","2","641.965"
"Southeast Asia","2024-05-15","1121.32","5","224.26399999999998"
"Europe","2024-05-16","202.73","2","101.365"
"North America","2024-05-16","888.66","5","177.732"
"Southeast Asia","2024-05-16","1578.45","4","394.6125"
"Europe","2024-05-17","1728.1499999999999","4","432.03749999999997"
"Latin America","2024-05-17","736.43","1","736.43"
"Middle East","2024-05-17","83.06","1","83.06"
"North America","2024-05-17","408.01","2","204.005"
"Southeast Asia","2024-05-17","510.16999999999996","3","170.05666666666664"
"Europe","2024-05-18","1112.55","4","278.1375"
"Latin America","2024-05-18","286.71999999999997","3","95.57333333333332"
"North America","2024-05-18","142.52","2","71.26"
"Southeast Asia","2024-05-18","593.95","3","197.98333333333335"
"Europe","2024-05-19","280.03000000000003","2","140.01500000000001"
"Latin America","2024-05-19","1216.58","1","1216.58"
"Middle East","2024-05-19","334.03","1","334.03"
"North America","2024-05-19","2762.31","5","552.462"
"Europe","2024-05-20","375.64","3","125.21333333333332"
"Middle East","2024-05-20","1208.27","3","402.75666666666666"
"North America","2024-05-20","685.13","4","171.2825"
"Southeast Asia","2024-05-20","592.58","4","148.145"
"Europe","2024-05-21","697.6999999999999","2","348.84999999999997"
"Latin America","2024-05-21","657.37","3","219.12333333333333"
"Middle East","2024-05-21","115.34","1","115.34"
"North America","2024-05-21","1498.8999999999999","6","249.81666666666663"
"Southeast Asia","2024-05-21","530.63","2","265.315"
"Europe","2024-05-22","1908.3","5","381.65999999999997"
"Latin America","2024-05-22","435.86","3","145.28666666666666"
"Middle East","2024-05-22","188.63","4","47.1575"
"North America","2024-05-22","780.1800000000001","4","195.04500000000002"
"Southeast Asia","2024-05-22","2144.17","3","714.7233333333334"
"Europe","2024-05-23","744.05","4","186.0125"
"Latin America","2024-05-23","376.85","2","188.425"
"Middle East","2024-05-23","747.16","1","747.16"
"North America","2024-05-23","1532.44","5","306.488"
"Southeast Asia","2024-05-23","614.67","1","614.67"
"Europe","2024-05-24","2562.15","3","854.0500000000001"
"Middle East","2024-05-24","386.4","1","386.4"
"North America","2024-05-24","1665.75","4","416.4375"
"Southeast Asia","2024-05-24","2174.64","5","434.928"
"Europe","2024-05-25","975","5","195"
"Latin America","2024-05-25","874.75","4","218.6875"
"Middle East","2024-05-25","256.54","1","256.54"
"North America","2024-05-25","986.71","5","197.342"
"Southeast Asia","2024-05-25","183.73","2","91.865"
"Europe","2024-05-26","57.53","2","28.765"
"North America","2024-05-26","1425.16","3","475.05333333333334"
"Southeast Asia","2024-05-26","1397.29","4","349.3225"
"Europe","2024-05-27","1471.82","7","210.26"
"Middle East","2024-05-27","151.28","1","151.28"
"North America","2024-05-27","904.24","4","226.06"
"Southeast Asia","2024-05-27","490.2","3","163.4"
"Europe","2024-05-28","66.42","2","33.21"
"Latin America","2024-05-28","382.29","3","127.43"
"Middle East","2024-05-28","770.02","2","385.01"
"North America","2024-05-28","1485.72","5","297.144"
"Southeast Asia","2024-05-28","1056.96","7","150.99428571428572"
"Europe","2024-05-30","209.60000000000002","2","104.80000000000001"
"Latin America","2024-05-30","85.47","1","85.47"
"North America","2024-05-30","162.37","1","162.37"
"Europe","2024-05-31","216.07","1","216.07"
"Europe","2024-06-01","2129.81","6","354.9683333333333"
"Latin America","2024-06-01","464.74","4","116.185"
"Middle East","2024-06-01","365.65","3","121.88333333333333"
"North America","2024-06-01","720.5","3","240.16666666666666"
"Southeast Asia","2024-06-01","1392.1200000000001","5","278.42400000000004"
"Europe","2024-06-02","630.61","3","210.20333333333335"
"Latin America","2024-06-02","1250.52","2","625.26"
"North America","2024-06-02","1779.51","9","197.72333333333333"
"Southeast Asia","2024-06-02","1520.53","6","253.42166666666665"
"Europe","2024-06-03","1181.39","4","295.3475"
"Latin America","2024-06-03","149.31","1","149.31"
"Middle East","2024-06-03","1172.91","2","586.455"
"Southeast Asia","2024-06-03","1206.1","4","301.525"
"Europe","2024-06-04","727.2","4","181.8"
"Latin America","2024-06-04","83.24","1","83.24"
"North America","2024-06-04","815.6999999999999","3","271.9"
"Southeast Asia","2024-06-04","334.17","3","111.39"
"Europe","2024-06-05","2401.54","8","300.1925"
"Latin America","2024-06-05","301.44","2","150.72"
"Middle East","2024-06-05","3815.1299999999997","3","1271.7099999999998"
"North America","2024-06-05","1487.41","7","212.48714285714286"
"Southeast Asia","2024-06-05","1978.28","4","494.57"
"Europe","2024-06-06","2132.72","3","710.9066666666666"
"Latin America","2024-06-06","629.49","2","314.745"
"Middle East","2024-06-06","246.95999999999998","2","123.47999999999999"
"North America","2024-06-06","661.15","3","220.38333333333333"
"Southeast Asia","2024-06-06","535.54","4","133.885"
"Europe","2024-06-07","826.12","2","413.06"
"Latin America","2024-06-07","591.47","3","197.15666666666667"
"North America","2024-06-07","694.9300000000001","5","138.98600000000002"
"Southeast Asia","2024-06-07","153.96","3","51.32"
"Europe","2024-06-08","139.11","2","69.555"
"Latin America","2024-06-08","650.39","1","650.39"
"Middle East","2024-06-08","91.82","1","91.82"
"North America","2024-06-08","1565.08","4","391.27"
"Southeast Asia","2024-06-08","151.76999999999998","2","75.88499999999999"
"Europe","2024-06-09","5","1","5"
"North America","2024-06-09","722.21","3","240.73666666666668"
"Southeast Asia","2024-06-09","616.1600000000001","2","308.08000000000004"
"Europe","2024-06-10","247.78","4","61.945"
"Latin America","2024-06-10","445.88","2","222.94"
"Middle East","2024-06-10","1192.24","4","298.06"
"North America","2024-06-10","1092.04","6","182.00666666666666"
"Southeast Asia","2024-06-10","1902.79","6","317.13166666666666"
"Europe","2024-06-11","182.51999999999998","3","60.839999999999996"
"Latin America","2024-06-11","63.44","2","31.72"
"Middle East","2024-06-11","485.5","1","485.5"
"North America","2024-06-11","1637.82","6","272.96999999999997"
"Southeast Asia","2024-06-11","115.63","2","57.815"
"Europe","2024-06-12","1165.1100000000001","3","388.37000000000006"
"Middle East","2024-06-12","1185.6499999999999","4","296.41249999999997"
"North America","2024-06-12","2209.29","5","441.858"
"Southeast Asia","2024-06-12","1675.67","1","1675.67"
"Europe","2024-06-13","379.58","5","75.916"
"Latin America","2024-06-13","65.43","1","65.43"
"Middle East","2024-06-13","24.64","1","24.64"
"North America","2024-06-13","1801.03","3","600.3433333333334"
"Southeast Asia","2024-06-13","943.63","3","314.54333333333335"
"Europe","2024-06-14","937.05","4","234.2625"
"Latin America","2024-06-14","47.37","1","47.37"
"Middle East","2024-06-14","1314.65","1","1314.65"
"North America","2024-06-14","415.54","6","69.25666666666667"
"Southeast Asia","2024-06-14","1177.36","4","294.34"
"Europe","2024-06-15","195.91","3","65.30333333333333"
"Latin America","2024-06-15","435.87","2","217.935"
"Middle East","2024-06-15","157.81","1","157.81"
"North America","2024-06-15","480.22999999999996","2","240.11499999999998"
"Southeast Asia","2024-06-15","478.28999999999996","4","119.57249999999999"
"Europe","2024-06-16","149.74","2","74.87"
"Latin America","2024-06-16","144.29","1","144.29"
"Middle East","2024-06-16","447.33","2","223.665"
"North America","2024-06-16","60.73","1","60.73"
"Southeast Asia","2024-06-16","596.23","7","85.17571428571429"
"Latin America","2024-06-17","338.35","1","338.35"
"North America","2024-06-17","300.88","2","150.44"
"Southeast Asia","2024-06-17","1787.97","4","446.9925"
"Europe","2024-06-18","1621.65","7","231.66428571428574"
"Latin America","2024-06-18","762.45","2","381.225"
"Middle East","2024-06-18","2529.59","5","505.918"
"North America","2024-06-18","1640.02","9","182.22444444444443"
"Southeast Asia","2024-06-18","781.23","3","260.41"
"Latin America","2024-06-19","208.56","1","208.56"
"Middle East","2024-06-19","72.58","2","36.29"
"North America","2024-06-19","508.44","4","127.11"
"Southeast Asia","2024-06-19","1147.8700000000001","4","286.96750000000003"
"Europe","2024-06-20","64.16","1","64.16"
"Latin America","2024-06-20","1126.77","2","563.385"
"Middle East","2024-06-20","904.76","1","904.76"
"North America","2024-06-20","3299.21","6","549.8683333333333"
"Southeast Asia","2024-06-20","61.57","1","61.57"
"Europe","2024-06-21","105.09","1","105.09"
"Latin America","2024-06-21","113.75","1","113.75"
"Middle East","2024-06-21","515.36","3","171.78666666666666"
"North America","2024-06-21","1437.85","6","239.64166666666665"
"Southeast Asia","2024-06-21","784.99","7","112.14142857142858"
"Europe","2024-06-22","523.88","2","261.94"
"Latin America","2024-06-22","520.7","2","260.35"
"Middle East","2024-06-22","2120.7","6","353.45"
"North America","2024-06-22","386.26","5","77.252"
"Southeast Asia","2024-06-22","1341.67","5","268.334"
"Europe","2024-06-23","1142.17","3","380.72333333333336"
"Latin America","2024-06-23","1876.66","4","469.165"
"North America","2024-06-23","818.7099999999999","5","163.742"
"Southeast Asia","2024-06-23","87.09","1","87.09"
"Europe","2024-06-24","2017.29","5","403.45799999999997"
"Latin America","2024-06-24","312.44","3","104.14666666666666"
"North America","2024-06-24","179.03","5","35.806"
"Southeast Asia","2024-06-24","210.52","1","210.52"
"Europe","2024-06-25","347.3","3","115.76666666666667"
"Latin America","2024-06-25","243.42","2","121.71"
"Middle East","2024-06-25","570.35","2","285.175"
"North America","2024-06-25","1104.69","6","184.115"
"Southeast Asia","2024-06-25","645.3000000000001","3","215.10000000000002"
"Europe","2024-06-26","521.5799999999999","4","130.39499999999998"
"Latin America","2024-06-26","270.33","1","270.33"
"Middle East","2024-06-26","2792.81","3","930.9366666666666"
"North America","2024-06-26","557.36","2","278.68"
"Southeast Asia","2024-06-26","3008.07","5","601.614"
"Europe","2024-06-27","1017.93","7","145.41857142857143"
"Latin America","2024-06-27","182.23","1","182.23"
"Middle East","2024-06-27","105.72","1","105.72"
"North America","2024-06-27","647.43","4","161.8575"
"Southeast Asia","2024-06-27","1383.8000000000002","5","276.76000000000005"
"Europe","2024-06-28","3177.27","7","453.8957142857143"
"Latin America","2024-06-28","235.55","2","117.775"
"Middle East","2024-06-28","1053.69","2","526.845"
"North America","2024-06-28","1406.33","3","468.77666666666664"
"Southeast Asia","2024-06-28","1103.07","3","367.69"
"Europe","2024-06-29","29.2","1","29.2"
"North America","2024-06-29","554.75","2","277.375"
"Europe","2024-06-30","1437.08","3","479.02666666666664"
"Middle East","2024-06-30","1160.3600000000001","2","580.1800000000001"
"Europe","2024-07-01","1568.09","7","224.01285714285714"
"Latin America","2024-07-01","883.37","2","441.685"
"Middle East","2024-07-01","2373.91","5","474.782"
"North America","2024-07-01","2926.29","9","325.1433333333333"
"Southeast Asia","2024-07-01","1900.66","7","271.52285714285716"
"Europe","2024-07-02","3116.02","9","346.22444444444443"
"Latin America","2024-07-02","440.61","3","146.87"
"Middle East","2024-07-02","140.49","1","140.49"
"North America","2024-07-02","623.8499999999999","4","155.96249999999998"
"Southeast Asia","2024-07-02","838.6","3","279.53333333333336"
"Europe","2024-07-03","169.43","1","169.43"
"Latin America","2024-07-03","1858.6699999999998","4","464.66749999999996"
"North America","2024-07-03","187.82","3","62.60666666666666"
"Southeast Asia","2024-07-03","1420.25","4","355.0625"
"Europe","2024-07-04","1311.19","7","187.31285714285715"
"Latin America","2024-07-04","968.8","4","242.2"
"Middle East","2024-07-04","156.51","2","78.255"
"North America","2024-07-04","224.67","4","56.1675"
"Southeast Asia","2024-07-04","1368.92","5","273.784"
"Europe","2024-07-05","2761.44","8","345.18"
"Middle East","2024-07-05","32.7","1","32.7"
"North America","2024-07-05","707.6","8","88.45"
"Southeast Asia","2024-07-05","2319.38","7","331.34000000000003"
"Europe","2024-07-06","1439.16","4","359.79"
"Latin America","2024-07-06","2671.6","7","381.65714285714284"
"Middle East","2024-07-06","552.29","3","184.09666666666666"
"North America","2024-07-06","1014.6700000000001","5","202.93400000000003"
"Southeast Asia","2024-07-06","2985.25","7","426.4642857142857"
"Europe","2024-07-07","947.3399999999999","8","118.41749999999999"
"Latin America","2024-07-07","921.24","5","184.248"
"Middle East","2024-07-07","617.81","2","308.905"
"North America","2024-07-07","2520.17","7","360.0242857142857"
"Southeast Asia","2024-07-07","1477.67","4","369.4175"
"Europe","2024-07-08","1107.93","4","276.9825"
"Latin America","2024-07-08","335.42999999999995","2","167.71499999999997"
"Middle East","2024-07-08","180.79","2","90.395"
"North America","2024-07-08","2937.16","10","293.716"
"Southeast Asia","2024-07-08","1971.74","5","394.348"
"Europe","2024-07-09","3326.16","8","415.77"
"Latin America","2024-07-09","204.47","2","102.235"
"Middle East","2024-07-09","270.41","1","270.41"
"North America","2024-07-09","1113.72","7","159.10285714285715"
"Southeast Asia","2024-07-09","2375.51","5","475.10200000000003"
"Europe","2024-07-10","581.46","5","116.292"
"Latin America","2024-07-10","239.75","1","239.75"
"Middle East","2024-07-10","226.57","2","113.285"
"North America","2024-07-10","2846.23","5","569.246"
